1,9
2,13
3,30
4,68
5,102
6,153
7,165
8,168
9,149
10,136
11,119
12,108
13,87
14,77
15,77
16,92
17,100
18,102
19,114
20,127
21,135
22,149
23,152
24,155
25,159
26,161
27,166
28,163
29,167
30,168
31,167
32,168
33,166
34,171
35,178
36,192
37,194
38,200
39,198
40,200
41,200
42,195
43,201
44,202
45,209
46,217
47,216
48,213
49,220
50,213
51,211
52,213
53,229
54,226
55,213
56,210
57,220
58,221
59,228
60,240
61,238
62,240
63,244
64,243
65,239
66,241
67,241
68,248
69,252
70,251
71,252
72,253
73,262
74,258
75,259
76,266
77,265
78,262
79,275
80,268
81,264
82,265
83,277
84,279
85,275
86,277
87,282
88,281
89,285
90,284
91,291
92,293
93,289
94,290
95,294
96,299
97,304
98,304
99,304
100,295
101,289
102,290
103,291
104,298
105,297
106,295
107,295
108,296
109,292
110,295
111,296
112,304
113,301
114,306
115,306
116,300
117,301
118,305
119,309
120,302
121,303
122,305
123,311
124,312
125,308
126,301
127,301
128,302
129,298
130,294
131,294
132,304
133,306
134,293
135,288
136,282
137,277
138,273
139,280
140,281
141,285
142,294
143,295
144,297
145,299
146,307
147,309
148,309
149,312
150,309
151,303
152,305
153,300
154,305
155,300
156,298
157,295
158,294
159,294
160,299
161,302
162,300
163,290
164,291
165,294
166,296
167,298
168,298
169,301
170,306
171,312
172,317
173,320
174,318
175,313
176,309
177,308
178,305
179,311
180,311
181,307
182,302
183,292
184,292
185,293
186,289
187,286
188,285
189,289
190,286
191,285
192,283
193,293
194,295
195,292
196,295
197,302
198,300
199,305
200,309
201,303
202,303
203,304
204,303
205,303
206,311
207,310
208,309
209,307
210,314
211,316
212,324
213,320
214,323
215,312
216,306
217,301
218,296
219,290
220,291
221,287
222,285
223,290
224,288
225,290
226,297
227,306
228,306
229,302
230,314
231,320
232,323
233,320
234,325
235,317
236,315
237,320
238,316
239,312
240,313
241,313
242,312
243,302
244,305
245,301
246,298
247,302
248,297
249,305
250,305
251,295
252,298
253,308
254,306
255,303
256,301
257,308
258,310
259,309
260,306
261,307
262,305
263,312
264,309
265,302
266,295
267,296
268,295
269,293
270,290
271,296
272,293
273,294
274,300
275,305
276,307
277,312
278,311
279,309
280,303
281,294
282,301
283,301
284,298
285,303
286,304
287,305
288,301
289,299
290,301
291,300
292,298
293,305
294,309
295,313
296,316
297,310
298,307
299,302
300,308
301,307
302,298
303,303
304,299
305,294
306,301
307,298
308,289
309,285
310,293
311,292
312,297
313,297
314,304
315,304
316,296
317,294
318,294
319,303
320,303
321,302
322,308
323,307
324,307
325,309
326,310
327,306
328,307
329,305
330,307
331,308
332,306
333,302
334,297
335,295
336,290
337,294
338,297
339,298
340,297
341,299
342,299
343,301
344,301
345,301
346,308
347,306
348,301
349,306
350,304
351,304
352,304
353,306
354,301
355,296
356,298
357,296
358,295
359,294
360,303
361,302
362,305
363,303
364,300
365,289
366,288
367,287
368,289
369,298
370,298
371,304
372,305
373,301
374,305
375,308
376,305
377,301
378,304
379,317
380,315
381,312
382,302
383,304
384,308
385,308
386,306
387,309
388,312
389,310
390,312
391,314
392,315
393,309
394,300
395,297
396,296
397,300
398,296
399,294
400,295
401,296
402,297
403,298
404,297
405,292
406,299
407,303
408,304
409,306
410,312
411,314
412,311
413,315
414,319
415,318
416,316
417,320
418,313
419,317
420,320
421,323
422,320
423,324
424,316
425,313
426,312
427,303
428,303
429,309
430,305
431,300
432,297
433,291
434,288
435,289
436,285
437,277
438,279
439,285
440,286
441,282
442,293
443,304
444,305
445,310
446,310
447,314
448,313
449,317
450,316
451,315
452,320
453,310
454,308
455,302
456,289
457,283
458,287
459,290
460,294
461,310
462,309
463,307
464,309
465,315
466,309
467,302
468,307
469,315
470,321
471,323
472,321
473,309
474,300
475,298
476,294
477,293
478,294
479,291
480,284
481,280
482,284
483,285
484,293
485,295
486,303
487,299
488,305
489,309
490,310
491,309
492,310
493,316
494,315
495,315
496,318
497,318
498,315
499,311
500,314
